Title,Description,Links,Publication Date
Адвокаты обжаловали арест Навального,"Защита российского оппозиционера Алексея Навального подала апелляционную жалобу с просьбой отменить решение Химкинского суда о заключении политика под стражу на 30 суток. Напомним, он находится под арестом за нарушения условного срока по делу о хищениях в «Ив Роше». Федеральная служба исполнения наказаний (ФСИН) просит суд заменить срок на реальный.«Адвокаты направили апелляционные жалобы в суд. Мы просим отменить постановление суда и принять новое решение об отказе в удовлетворении представления начальника УМВД России по городскому округу Химки»,— приводит «Интерфакс» слова адвоката Вадима Кобзева.17 января Алексей Навальный был задержан в аэропорту Шереметьево сразу после возвращения из Берлина, где он лечился после предполагаемого отравления. 18 января Химкинский горсуд на выездном заседании в отделе полиции заключил политика под стражу на 30 суток. Многие лидеры западных стран призвали власти России освободить Алексея Навального.Об обсуждении задержания господина Навального в Европарламенте — в…",https://www.kommersant.ru/doc/4654698,"Thu, 21 Jan 2021 15:08:00 +0300"
В Кремле считают эффективными меры по сдерживанию цен на продукты,"Правительство приняло эффективные меры по сдерживанию цен на сахар и подсолнечное масло, заявил пресс-секретарь президента России Дмитрий Песков. Вопрос о том, могут ли расширить список продуктов для регулирования, он переадресовал в правительство. «Это нужно спрашивать правительство. Потому что вы знаете, что по поручению президента правительством, во-первых, приняты весьма эффективные и энергичные меры по стабилизации ситуации с ценами и осуществляется постоянный мониторинг»,— сказал господин Песков журналистам. «Но конечно же, ситуация не статична, и мировая конъюнктура не статична. Кроме того, конечно, существуют и сезонные колебания. Но главное здесь, как говорил президент, избежать какого-то выхода амплитуды за пределы этого допустимого сезонного колебания и международной конъюнктуры»,— заявил пресс-секретарь. Напомним, в декабре 2020 года было подписано соглашение о предельных оптовых и розничных ценах на сахар и подсолнечное масло. Это произошло после того, как на рост цен обратил внимание…",https://www.kommersant.ru/doc/4654705,"Thu, 21 Jan 2021 14:58:00 +0300"
«Почта России» ожидает 209 млрд рублей выручки по итогам 2020 года,"«Почта России» по итогам 2020 года получит 209 млрд руб. выручки, рассказал в ходе пресс-конференции 21 января гендиректор компании Максим Акимов. В презентации «Почты России» говорится, что EBITDA компании составит 7,9 млрд руб., а чистая прибыль — 69 млн руб. Выручка компании, полученная через цифровые каналы, выросла за год на 77%, до 35 млрд руб. По итогам 2019 года выручка «Почты России» составила 206,9 млрд руб., чистая прибыль — более 3 млрд руб.Компания в 2020 году обработала 220 млн международных отправлений по каналам трансграничной торговли. «Почта России» не раскрывала этот показатель по 2019 году, в 2018 году он составил 345 млн штук.Максим Акимов отметил, что заказы мелких пакетов перетекли из трансграничного на внутренний рынок, назвав это вызовом для «Почты России». Отвечая на вопрос “Ъ”, гендиректор компании сообщил об ожиданиях по росту потока международных отправлений в этом году со сдвигом в товары премиального сегмента. Трансграничный рынок онлайн-торговли будет расти, но медленнее…",https://www.kommersant.ru/doc/4654662,"Thu, 21 Jan 2021 14:53:00 +0300"
Путин заявил о сохраняющейся нестабильности экономики,"Российская экономика все еще подтверждена нестабильности, заявил президент Владимир Путин. Он призвал оперативно принимать решения, которые позволят улучшить ситуацию. «Сейчас везде сохраняются факторы нестабильности экономического развития. Понимаем, чем это вызвано: это и последствия пандемии, вынужденных ограничений, нарушение глобальных кооперационных, торговых связей»,— сказал господин Путин на совещании по экономическим вопросам (цитата по сайту Кремля). «В этих условиях важно максимально оперативно, своевременно принимать решения, которые будут востребованы бизнесом и гражданами, дадут реальный позитивный эффект для предприятий, организаций, регионов и для всей страны в целом»,— заявил президент. По словам Владимира Путина, глубина экономического спада в 2020 году оказалась меньше, чем в других странах. В конце года некоторые показатели вернулись к докризисным значениям. Среди них — объем грузоперевозок на железных дорогах, потребление электроэнергии. Инфляция по итогам года составила 4,9%…",https://www.kommersant.ru/doc/4654691,"Thu, 21 Jan 2021 14:38:00 +0300"
МВД предупредило об ответственности за призывы к протестам 23 января,"МВД России предупредило об ответственности за призывы выйти на несанкционированные акции в субботу, 23 января. В этот день по все стране сторонники оппозиционера Алексея Навального планируют акции в его поддержку. Политик находится под арестом за неоднократные нарушения условного срока по делу о хищениях в «Ив Роше». В МВД подозревают, что протестные настроения россиян вызывают «интересанты из-за рубежа». В ведомстве опасаются событий по белорусскому и киргизскому сценариям.«Анализ событий, в том числе и в странах ближнего зарубежья, позволяет прогнозировать некую напряженность в общественно-политическом плане, в том числе и в столице нашей страны. Много появляется интересантов из-за рубежа, политических партий, квазиполитиков, которые в ходе своей деятельности стараются раскачать ситуацию в год важного политического цикла, большого количества выборов по субъектам, депутатов в Госдумы.— сказал первый заместитель главы министерства Александр Горовой на коллегии ГУ МВД Москвы (цитата по ТАСС).— На примере апробированных…",https://www.kommersant.ru/doc/4654687,"Thu, 21 Jan 2021 14:35:00 +0300"
«Почта России» свернула продажу пива в отделениях,"«Почта России» приостановила эксперимент с продажей пива в своих отделениях, об этом в ходе пресс-конференции компании 21 января рассказал заместитель гендиректора по операционному управлению и розничной торговле Михаил Волков.«Мы увидели в определенных регионах, в определенных отделениях спрос на эту услугу. Пока эксперимент приостановлен, пиво мы не продаем»,— сказал господин Волков. Гендиректор «Почты России» Максим Акимов уточнил, что компания продолжит рассматривать возможность продажи пива в отделениях.О начале продажи пива в 3,2 тыс. отделений «Почты России» стало известно в январе 2019 года. На тот момент глава Минкомсвязи Константин Носков позднее заявил, что «Почта России» прекратит этот эксперимент в случае негативной реакции населения.Дмитрий Шестоперов",https://www.kommersant.ru/doc/4654658,"Thu, 21 Jan 2021 14:18:00 +0300"
СКР завершил расследование дела красноярского бизнесмена Быкова,"Следственный комитет России (СКР) по Красноярскому краю и Республике Хакасия завершил расследование уголовного дела в отношении Анатолия Быкова, сообщает пресс-служба ведомства. Бизнесмена обвиняют в организации убийства двух лиц (ст. 17, п. «з», «н» ст. 102 УК РСФСР).По версии следователей, в 1994 году между Александром Наумовым и Анатолием Быковым произошел конфликт. Господин Наумов входил в группировку обвиняемого. Он посчитал, что доходы, которые были получены от общей деятельности, распределены несправедливо. Позже перед машиной Анатолия Быкова произошел взрыв. Бизнесмен решил, что это могли сделать Александр Наумов и Кирилл Войтенко, поэтому поручил Владимиру Татаренкову, Сергею Бакурову и Владимиру Чучкову убить их. 24 июля 1994 года исполнители расстреляли Александра Наумова и Кирилла Войтенко из пистолета и автомата в Свердловском районе Красноярска.Организатора преступления, Владимира Татаренкова, приговорили к 13 годам лишения свободы. Он отбыл наказание. Одного из киллеров, Сергея Бакурова…",https://www.kommersant.ru/doc/4654639,"Thu, 21 Jan 2021 14:14:00 +0300"
ЕСПЧ отклонил обвинения Грузии в адрес России в связи с конфликтом 2008 года,"Европейский суд по правам человека (ЕСПЧ) посчитал, что Россия не может считаться ответственной за инциденты, которые произошли во время отражения нападения грузинских военных в Южной Осетии и Абхазии в 2008 году. «По результатам почти 12-летнего рассмотрения дела ЕСПЧ пришел к выводу, что на Российскую Федерацию не может возлагаться ответственность по Конвенции о защите прав человека и основных свобод за инциденты, произошедшие в ходе отражения российскими военнослужащими нападения грузинской армии на миротворческий контингент и местное гражданское население в период с 8 по 12 августа 2008 года»,— сообщается на сайте Минюста России. Кроме того, ЕСПЧ не поддержал утверждения Грузии о том, что российские военные вторглись в Южную Осетию 7 августа 2008 года, еще до нападения грузинских военных на Цхинвал. В ночь с 7 на 8 августа 2008 года грузинские военные атаковали Южную Осетию вошли в Цхинвал. Россия ввела свои войска и в течение пяти дней вытеснила грузинских военных из региона. Результатом конфликта…",https://www.kommersant.ru/doc/4654668,"Thu, 21 Jan 2021 14:08:00 +0300"
"Правительство выделит более 4,5 млрд руб. для сдерживания цен на хлеб","Для сдерживания цен на муку и хлеб будет направлено более 4,5 млрд руб., сообщил премьер-министр Михаил Мишустин. По его словам, это должно компенсировать производителям часть затрат и издержек. «Более 4,5 млрд руб. направим регионам, чтобы не допустить повышения цен из-за роста стоимости зерновых. Рассчитываем, что эти трансферты позволят компенсировать производителям часть затрат на закупки пшеницы, а предприятия хлебопекарной промышленности сократят издержки на реализацию своей продукции»,— сказал господин Мишустин на заседании правительства. Ранее “Ъ” сообщал, что хлебопекарным предприятиям планируют возместить часть затрат на реализацию продукции из расчета 2 руб. на 1 кг хлеба. Это должно помочь стабилизировать цены. На совещании с представителями хлебопекарных и мукомольных предприятий говорилось, что хлеб из ржано-пшеничной муки у производителей за год подорожал на 6%, из пшеничной — на 4%, рассказывал источник “Ъ”. Подробности — в материале “Ъ” «Хлеб поддержат рублем».",https://www.kommersant.ru/doc/4654653,"Thu, 21 Jan 2021 13:40:00 +0300"
Венгрия первой в ЕС одобрила российскую вакцину «Спутник V»,"Венгрия первой из стран Евросоюза одобрила российскую вакцину от коронавируса «Спутник V», сказал глава администрации премьера Венгрии Гергей Гуляш. Кроме того, Венгрия разрешила вакцину от компании AstraZeneca.«Венгрия — первая страна ЕС, которая осознала все преимущества вакцины ""Спутник V"" и разрешила ее использование. Это решение основано на безопасности и эффективности вакцины, доказанной в клинических испытаниях более чем на 90%»,— прокомментировал регистрацию вакцины глава Российского фонда прямых инвестиций (РФПИ) Кирилл Дмитриев.После одобрения венгерским регулятором для использования вакцины нужно получить разрешение общеевропейского регулятора. Россия уже подала заявку в Европейское агентство лекарственных средств на регистрацию «Спутника V». Научная экспертиза может начаться в феврале.Ранее российская вакцина «Спутник V» от Центра имени Гамалеи была зарегистрирована на Ближнем Востоке — в Палестине, в Южной Америке — в Аргентине и Боливии — и в Африке — в Алжире. Кроме того, «Спутник V»…",https://www.kommersant.ru/doc/4654646,"Thu, 21 Jan 2021 13:31:00 +0300"
Владельцы «Рольфа» прекратили переговоры о продаже,"Кипрская компания Delance Limited больше не ведет переговоры о продаже принадлежащего ей российского автодилера «Рольф». Переговоры остановлены весной прошлого года, когда началась первая острая фаза пандемии коронавируса, рассказала гендиректор «Рольфа» Светлана Виноградова. Напомним, основатель компании Сергей Петров находится под уголовным преследованием.«Тема с продажей закрыта, не рассматривается. Она была закрыта в связи с началом пандемии. Тот процесс, который был начат, приостановлен,— сказала госпожа Виноградова (цитата по «Интерфаксу»).— У нас было достаточно большое количество потенциальных покупателей, в шорт-лист вошли порядка 10 партнеров. В феврале 2020 года мы проводили road show (часть подготовки компании к IPO.— “Ъ”), но вот как раз в марте случилось то, что случилось, и тема закрыта».СКР в мае 2020 года предъявил топ-менеджеру «Рольфа» Анатолию Кайро обвинение в незаконном выводе за границу почти 4 млрд руб. Следствие считает, что сделка, в которой участвовал господин Кайро, была осуществлена…",https://www.kommersant.ru/doc/4654640,"Thu, 21 Jan 2021 13:28:00 +0300"
Встреча Путина с Байденом пока не планируется,"Встреча президента России Владимира Путина и нового президента США Джо Байдена пока не обсуждается, сообщил пресс-секретарь главы государства Дмитрий Песков. По его словам, для этого должны быть какие-то предпосылки. «Нет, пока таких обсуждений не ведется. Но и вы знаете, что международное общение очное существенно сейчас заморожено в связи с эпидемиологической ситуацией. Каких-то отдельных контактов в настоящий момент не планируется. То есть для этого должны какие-то созреть предпосылки, перед тем как мы сможем говорить о каких-то перспективах потенциальной встречи»,— сказал господин Песков во время пресс-колла.Накануне, 20 января, в Вашингтоне прошла инаугурация 46-й президента США Джо Байдена. Посол России в США Анатолий Антонов считает, что личная встреча президентов России и США зависит от ситуации с коронавирусом, «содержательного наполнения» такой встречи.О том, как прошла инаугурация нового президента США — в материале “Ъ” «Камон, эврибайден!».",https://www.kommersant.ru/doc/4654631,"Thu, 21 Jan 2021 13:13:00 +0300"
В России в 2020 году собрали рекордный урожай плодов и ягод,"Минсельхоз России сообщил о собранных в 2020 году 3,6 млн тонн плодов и ягод. Это на 2,2% больше, чем в прошлом году, подсчитали в ведомстве. Минсельхоз связывает этот успех с высокими темпами закладки современных интенсивных садов.«Регионы-лидеры по данному направлению — Краснодарский и Ставропольский края, республики Кабардино-Балкария и Крым, Воронежская и Липецкая области. Основными видами выращиваемых в стране фруктов и ягод являются яблоки, сливы, вишня, черешня, абрикос, смородина, малина, голубика и земляника»,— говорится на сайте Минсельхоза.Как отмечают в ведомстве, садоводство в России обладает большим потенциалом для импортозамещения. Рекордным урожай плодов собрали, несмотря на активность нового вредителя в Краснодарском крае — дрозофилу сузуки. В отличие от других мушек она питается практически всеми видами мягких фруктов и откладывает личинки даже в свежие плоды.Подробнее — в материале “Ъ” «Российские фрукты взяли на мушку».",https://www.kommersant.ru/doc/4654623,"Thu, 21 Jan 2021 13:03:00 +0300"
Минздрав разрешил хранить вакцину «Спутник V» при положительной температуре,"Минздрав России разрешил хранить и перевозить вакцину против коронавируса «Спутник V» при положительной температуре — от 2 до 8 градусов тепла. Ранее подходящей была только температура –18 градусов. Теперь вакцины будут выпускаться с двумя температурными режимами. Вакцина «Спутник V» Центра имени Гамалеи была зарегистрирована первой в мире в августе 2020 года. После начался завершающий этап клинических исследований.«Производителю удалось обеспечить стабильность вакцины при условии перевозки и хранения жидкой формы при температуре от +2 до +8 градусов, что подтверждено экспертизой. Этот холодовой режим является стандартным для хранения иммунобиологических препаратов»,— сказал министр здравоохранения Михаил Мурашко на селекторном совещании с экспертами (цитата по ТАСС). По его словам, на рынок теперь будут поставлять вакцины с условием хранения как при температуре от 2 до 8 градусов, так и –18 градусов. Разные температурные режимы позволят упростить перевозку вакцины. 18 января в России стартовала…",https://www.kommersant.ru/doc/4654621,"Thu, 21 Jan 2021 12:58:00 +0300"
Российский рынок акций ушел в минус после утреннего роста,"Открывшись ростом до 3485,46 пункта (+0,5%), к 12:50 индекс Мосбиржи опустился до 3 419,39 (-1,37%). Индекс РТС по состоянию на 12:50 составлял 1465,5 пункта (–1,44%). Утренний рост российского рынка акций был вызван позитивной динамикой на мировых фондовых площадках после инаугурации президента США Джозефа Байдена.Курс доллара на Мосбирже к 12:31 составляет 73,53 руб. (+0,01%), евро к 12:32 — 89,26 руб. (+0,3).Нефтяные котировки на лондонской бирже ICE снижаются. Баррель нефти марки Brent стоит $55,65 к 12:16 мск (–0,77%). WTI к этому времени опустилась на 0,69%, до $52,94 за баррель.На прошлой неделе, 12 января, Индекс Мосбиржи два раза обновил исторический максимум, поднявшись выше 3500 пунктов. Курс доллара поднимался до 75 руб.Что будет с рублем в 2021 году — в экономическом прогнозе “Ъ”.",https://www.kommersant.ru/doc/4654605,"Thu, 21 Jan 2021 12:51:00 +0300"
Режиссер обвинила руководство новосибирского театра в цензуре,"Режиссер Театр.doc Анастасия Патлай обвинила руководство новосибирского театра «Глобус» в цензуре. По ее словам, причиной стало то, что руководство культурного учреждения отменило сеансы ее посвященного теме Великой Отечественной войны спектакля «Танго морген, танго пли». Показы должны были пройти 15 января и 4 февраля.Госпожа Патлай на своей странице в Facebook заявила, что директор театра Татьяна Людмилина могла отменить спектакли после звонков «серьезных людей из кабинетов». По ее словам, госпожа Людмилина якобы сказала, что ситуация будет представлена внутри таким образом, «что всему виной отсутствие продаж».«Перспектива тихо слить, заиграть и замолчать вопиющий факт цензуры и уничтожения спектакля, посвященного памяти города о годах войны, приведет (мне так кажется сейчас) к серьезным моральным последствиям, душевной травме (для меня), потере самоуважения»,— написала режиссер.В свою очередь, руководство театра сообщило на странице во «Вконтакте», что перенесли показы на более поздний срок из-за…",https://www.kommersant.ru/doc/4654551,"Thu, 21 Jan 2021 12:45:00 +0300"
Генпрокуратура потребовала блокировать сайты с призывами выйти на акцию в поддержку Навального,"Генпрокуратура России потребовала ограничивать доступ к ресурсам, которые призывают выйти на несогласованные мероприятия 23 января. На этот день во многих городах России запланированы акции в поддержку оппозиционера Алексея Навального, арестованного за неоднократные нарушения условного срока по делу о хищениях в «Ив Роше». Ведомство также предупредило возможных участников акций об административной ответственности. «Внесены требования в Федеральную службу по надзору в сфере связи, информационных технологий и массовых коммуникаций (Роскомнадзор.— “Ъ”) об ограничении доступа к противоправной информации. Лицам, призывающим к незаконным действиям, объявлены предостережения о недопустимости нарушения закона»,— сообщается в Telegram-канале Генпрокуратуры. Прокуратура заявила, что правоохранители «ориентированы на принятие предупредительных мер», но нарушителей могут привлечь к административной ответственности. 17 января Алексей Навальный вернулся после лечения из Германии в Россию, в аэропорту Шереметьево…",https://www.kommersant.ru/doc/4654598,"Thu, 21 Jan 2021 12:31:00 +0300"
При взрывах в центре Багдада погибли около 30 человек,"По меньшей мере 28 человек погибли и более 70 получили ранения в результате взрывов в Багдаде. Речь идет двойном теракте с участием смертников в торговом квартале Багдада Баб-эш-Шарки на площади Ат-Таяран, сообщило Иракское международное информагентство.По другой информации, речь идет об одном террористе-смертнике. Подробностей пока не сообщается. Агентство Reuters отмечает, что подобных атак в Багдаде не было с 2017 года, после поражения террористической группировки «Исламское государство» (запрещена в РФ).Район Баб-эш-Шарки находится за пределами особо охраняемой «зеленой зоны» Багдада, на другом берегу реки Тигр. Тем не менее сразу после теракта вокруг «зеленой зоны» была усилена охрана.Марианна Беленькая",https://www.kommersant.ru/doc/4654583,"Thu, 21 Jan 2021 12:20:00 +0300"
СМИ могут обязать сообщать о террористической направленности упоминаемых организаций,"Комитет Госдумы по информполитике, информационным технологиям и связи внес на рассмотрение нижней палаты парламента законопроект, в соответствии с которым СМИ будут обязаны сообщать о запрете или ликвидации упоминаемой организации, если она признана террористической. Сейчас делать это рекомендуется, но необязательно, отмечается в пояснительной записке.Ранее “Ъ” уже описывал, какую ответственность повлечет за собой нарушение предлагаемых правил. Для граждан штраф составит от 2 тыс. до 2,5 тыс. руб., для должностных лиц — от 4 тыс. до 5 тыс. руб., и для юридических лиц — от 40 тыс. до 50 тыс. руб.«Федеральная служба безопасности ведет перечень организаций, в том числе иностранных и международных, признанных террористическими. Их деятельность в России запрещена, но при распространении информации СМИ не обязаны указывать это»,— говорится в Telegram-канале комитета. При этом журналисты должны отмечать, если упоминаемая ими организация входит в список запрещенных общественных и религиозных объединений Минюста…",https://www.kommersant.ru/doc/4654578,"Thu, 21 Jan 2021 12:02:00 +0300"
Партия Прилепина поддержала объединение со «Справедливой Россией» и «Патриотами России»,"Центральный комитет партии «За правду», которую возглавляет писатель Захар Прилепин, поддержала переговоры об объединении со «Справедливой Россией» и «Патриотами России», сообщает ТАСС со ссылкой на пресс-службу партии. Там уточнили, что речь идет о создании новой политической партии. «Все входящие партии будут абсолютно равноправными участниками объединения. Это не вливание в текущую и существующую партию, это создание абсолютно новой политической конструкции с новой идеологией и структурой»,— сообщили в пресс-службе партии. «ЦИК уполномочил приступить к подробным переговорам по вопросу объединения и всем организационным вопросам по созданию новой объединенной партии»,— отметили в партии. О планах объединить партии накануне сообщил лидер «Справедливой России» Сергей Миронов. Объединительный съезд запланирован на конец февраля. По словам господина Миронова, сам он станет председателем новой партии, а лидеры «За правду» и «Патриотов России» Захар Прилепин и Геннадий Семигин могут рассчитывать на статус…",https://www.kommersant.ru/doc/4654579,"Thu, 21 Jan 2021 12:00:00 +0300"
Руководство двух учреждений ГУФСИН по Иркутской области отстранено от работы,"В Иркутской области на время служебной проверки от исполнения своих обязанностей отстранено руководство СИЗО-1 Иркутска и ИК-6. Проверка связана с незаконными действиями сотрудников этих учреждений и нарушением прав заключенных.«В ходе комплексной проверки сотрудниками ФСИН России выявлен факт незаконных действий отдельных сотрудников ИК-6 и возможных противоправных деяний сексуального характера со стороны осужденных в отношении осужденного Б. На место происшествия были вызваны представители Следственного управления СКР по Иркутской области»,— говорится в сообщении на сайте ФСИН. Пострадавшего экстренно госпитализировали в областную клиническую больницу.Что касается СИЗО-1, то от находящихся там обвиняемых, подозреваемых и осужденных приняты заявления о противоправных действиях сотрудников учреждения.Напомним, проверка организации работы по соблюдению прав человека в учреждениях ГУФСИН по Иркутской области началась 18 января ввиду большого количества жалоб, которые поступали после бунта в исправительной…",https://www.kommersant.ru/doc/4654574,"Thu, 21 Jan 2021 11:59:00 +0300"
В Подмосковье двух подростков задержали за подготовку убийств в школах,"В Люберецком районе Подмосковья полиция совместно с Федеральной службой безопасности (ФСБ) выявила двух подростков, готовивших нападение на учителей и школьников, сообщили ТАСС и «Интерфакс» со ссылкой на источники. По данным РЕН ТВ, оба подростка — жители поселка Красково. Задержанные сторонниками движения School shooting (атаки в учебных учреждениях), у них было изъято огнестрельное оружие, сообщают агентства.«Установлены и задержаны двое приверженцев идеологии массовых убийств в образовательных учреждениях, так называемого скулшутинга. Это 16-летние жители города Люберцы — ученик 10-го класса и студент колледжа»,— приводит «Интерфакс» слова источника. По его данным, задержанные признались, что в прошлом году «стали обсуждать план возможного нападения на образовательные учреждения Московской области с целью убийств учеников и педагогов».«У подростков также были найдены два предмета, конструктивно схожих с огнестрельным оружием, изготовленным кустарным способом, девять пиротехнических изделий (петарды)…",https://www.kommersant.ru/doc/4654542,"Thu, 21 Jan 2021 11:10:00 +0300"
В России впервые в 2021 году от коронавируса умерли за сутки более 600 человек,"За последние сутки в России зарегистрировано 21 887 новых случаев заражения коронавирусом в 85 регионах. Это на 3,47% больше, чем накануне, когда было выявлено 21 152 заболевших. Общее число зараженных достигло 3 655 839. Умерли за последние сутки 612 человек (накануне — 597, +2,51%). Последний раз число смертей превышало 600 24 декабря, тогда умерли 635 пациентов. Общее число скончавшихся достигло 67 832. Выздоровели 26 902 человека, за все время — 3 054 218. Больше всего новых случаев в регионах:Москва — 3458 (всего 904 352),Санкт-Петербург — 3112 (310 504),Московская область — 1092 (181 991),Нижегородская область — 493 (79 670),Свердловская область — 392 (66 751).Больше всего смертельных случаев:Санкт-Петербург — 79 (всего 9122),Москва — 69 (12 759), Московская область — 39 (3411). По данным Университета Джонса Хопкинса, в мире за время пандемии выявлено 96,8 млн заразившихся, умерли свыше 2 млн, выздоровели более 53 млн. Больше всего заразившихся в США (24,2…",https://www.kommersant.ru/doc/4654509,"Thu, 21 Jan 2021 11:04:00 +0300"
